season,matchday,hometeam,awayteam,homegoals,awaygoals
2009,16,Freiburg,Köln,0,0
2009,16,Nürnberg,Hamburger SV,0,4
2009,16,Bremen,Schalke,0,2
2009,16,Mainz,Stuttgart,1,1
2009,16,Wolfsburg,Dortmund,1,3
2009,17,Schalke,Mainz,1,0
2009,17,Bayern,Hertha,5,2
2009,17,Dortmund,Freiburg,1,0
2009,17,Leverkusen,Gladbach,3,2
2009,17,Hannover,Bochum,2,3
2009,17,Frankfurt,Wolfsburg,2,2
2009,17,Stuttgart,Hoffenheim,3,1
2009,17,Hamburger SV,Bremen,2,1
2009,17,Köln,Nürnberg,3,0
2009,18,Bayern,Hoffenheim,2,0
2009,18,Hannover,Hertha,0,3
2009,18,Frankfurt,Bremen,1,0
2009,18,Gladbach,Bochum,1,2
2009,18,Hamburger SV,Freiburg,2,0
2009,18,Leverkusen,Mainz,4,2
2009,18,Stuttgart,Wolfsburg,3,1
2009,18,Schalke,Nürnberg,1,0
2009,18,Köln,Dortmund,2,3
2009,19,Freiburg,Stuttgart,0,1
2009,19,Bremen,Bayern,2,3
2009,19,Bochum,Schalke,2,2
2009,19,Mainz,Hannover,1,0
2009,19,Nürnberg,Frankfurt,1,1
2009,19,Hertha,Gladbach,0,0
2009,19,Dortmund,Hamburger SV,1,0
2009,19,Wolfsburg,Köln,2,3
2009,19,Hoffenheim,Leverkusen,0,3
2009,20,Hamburger SV,Wolfsburg,1,1
2009,20,Gladbach,Bremen,4,3
2009,20,Frankfurt,Köln,1,2
2009,20,Hertha,Bochum,0,0
2009,20,Bayern,Mainz,3,0
2009,20,Hannover,Nürnberg,1,3
2009,20,Schalke,Hoffenheim,2,0
2009,20,Stuttgart,Dortmund,4,1
2009,20,Leverkusen,Freiburg,3,1
2009,21,Bremen,Hertha,2,1
2009,21,Wolfsburg,Bayern,1,3
2009,21,Köln,Hamburger SV,3,3
2009,21,Freiburg,Schalke,0,0
2009,21,Bochum,Leverkusen,1,1
2009,21,Hoffenheim,Hannover,2,1
2009,21,Nürnberg,Stuttgart,1,2
2009,21,Mainz,Gladbach,1,0
2009,21,Dortmund,Frankfurt,2,3
2009,22,Gladbach,Nürnberg,2,1
2009,22,Leverkusen,Wolfsburg,2,1
2009,22,Stuttgart,Hamburger SV,1,3
2009,22,Bochum,Hoffenheim,2,1
2009,22,Hannover,Bremen,1,5
2009,22,Hertha,Mainz,1,1
2009,22,Bayern,Dortmund,3,1
2009,22,Schalke,Köln,2,0
2009,22,Frankfurt,Freiburg,2,1
2009,23,Hoffenheim,Gladbach,2,2
2009,23,Nürnberg,Bayern,1,1
2009,23,Köln,Stuttgart,1,5
2009,23,Dortmund,Hannover,4,1
2009,23,Hamburger SV,Frankfurt,0,0
2009,23,Mainz,Bochum,0,0
2009,23,Freiburg,Hertha,0,3
2009,23,Wolfsburg,Schalke,2,1
2009,23,Bremen,Leverkusen,2,2
2009,24,Schalke,Dortmund,2,1
2009,24,Hertha,Hoffenheim,0,2
2009,24,Mainz,Bremen,1,2
2009,24,Stuttgart,Frankfurt,2,1
2009,24,Gladbach,Freiburg,1,1
2009,24,Bochum,Nürnberg,0,0
2009,24,Leverkusen,Köln,0,0
2009,24,Hannover,Wolfsburg,0,1
2009,24,Bayern,Hamburger SV,1,0
2009,25,Köln,Bayern,1,1
2009,25,Bremen,Stuttgart,2,2
2009,25,Hamburger SV,Hertha,1,0
2009,25,Frankfurt,Schalke,1,4
2009,25,Freiburg,Hannover,1,2
2009,25,Wolfsburg,Bochum,4,1
2009,25,Dortmund,Gladbach,3,0
2009,25,Nürnberg,Leverkusen,3,2
2009,25,Hoffenheim,Mainz,0,1
2009,26,Schalke,Stuttgart,2,1
2009,26,Gladbach,Wolfsburg,0,4
2009,26,Bochum,Dortmund,1,4
2009,26,Mainz,Köln,1,0
2009,26,Hannover,Frankfurt,2,1
2009,26,Hertha,Nürnberg,1,2
2009,26,Bayern,Freiburg,2,1
2009,26,Hoffenheim,Bremen,0,1
2009,26,Leverkusen,Hamburger SV,4,2
2009,27,Köln,Gladbach,1,1
2009,27,Frankfurt,Bayern,2,1
2009,27,Nürnberg,Hoffenheim,0,0
2009,27,Stuttgart,Hannover,2,0
2009,27,Bremen,Bochum,3,2
2009,27,Freiburg,Mainz,1,0
2009,27,Dortmund,Leverkusen,3,0
2009,27,Hamburger SV,Schalke,2,2
2009,27,Wolfsburg,Hertha,1,5
2009,28,Bochum,Frankfurt,1,2
2009,28,Mainz,Wolfsburg,0,2
2009,28,Bayern,Stuttgart,1,2
2009,28,Hertha,Dortmund,0,0
2009,28,Hannover,Köln,1,4
2009,28,Bremen,Nürnberg,4,2
2009,28,Leverkusen,Schalke,0,2
2009,28,Hoffenheim,Freiburg,1,1
2009,28,Gladbach,Hamburger SV,1,0
2009,29,Schalke,Bayern,1,2
2009,29,Frankfurt,Leverkusen,3,2
2009,29,Dortmund,Bremen,2,1
2009,29,Freiburg,Bochum,1,1
2009,29,Stuttgart,Gladbach,2,1
2009,29,Nürnberg,Mainz,2,0
2009,29,Köln,Hertha,0,3
2009,29,Wolfsburg,Hoffenheim,4,0
2009,29,Hamburger SV,Hannover,0,0
2009,30,Gladbach,Frankfurt,2,0
2009,30,Hertha,Stuttgart,0,1
2009,30,Mainz,Dortmund,1,0
2009,30,Hannover,Schalke,4,2
2009,30,Hoffenheim,Köln,0,2
2009,30,Bremen,Freiburg,4,0
2009,30,Leverkusen,Bayern,1,1
2009,30,Bochum,Hamburger SV,1,2
2009,30,Nürnberg,Wolfsburg,0,2
2009,31,Köln,Bochum,2,0
2009,31,Stuttgart,Leverkusen,2,1
2009,31,Wolfsburg,Bremen,2,4
2009,31,Schalke,Gladbach,3,1
2009,31,Hamburger SV,Mainz,0,1
2009,31,Freiburg,Nürnberg,2,1
2009,31,Bayern,Hannover,7,0
2009,31,Dortmund,Hoffenheim,1,1
2009,31,Frankfurt,Hertha,2,2
2009,32,Bochum,Stuttgart,0,2
2009,32,Gladbach,Bayern,1,1
2009,32,Nürnberg,Dortmund,2,3
2009,32,Hertha,Schalke,0,1
2009,32,Leverkusen,Hannover,3,0
2009,32,Mainz,Frankfurt,3,3
2009,32,Bremen,Köln,1,0
2009,32,Hoffenheim,Hamburger SV,5,1
2009,32,Freiburg,Wolfsburg,1,0
2009,33,Dortmund,Wolfsburg,1,1
2009,33,Leverkusen,Hertha,1,1
2009,33,Frankfurt,Hoffenheim,1,2
2009,33,Schalke,Bremen,0,2
2009,33,Bayern,Bochum,3,1
2009,33,Hannover,Gladbach,6,1
2009,33,Köln,Freiburg,2,2
2009,33,Stuttgart,Mainz,2,2
2009,33,Hamburger SV,Nürnberg,4,0
2009,34,Hertha,Bayern,1,3
2009,34,Hoffenheim,Stuttgart,1,1
2009,34,Bremen,Hamburger SV,1,1
2009,34,Freiburg,Dortmund,3,1
2009,34,Mainz,Schalke,0,0
2009,34,Gladbach,Leverkusen,1,1
2009,34,Bochum,Hannover,0,3
2009,34,Nürnberg,Köln,1,0
2009,34,Wolfsburg,Frankfurt,3,1
2010,1,Bayern,Wolfsburg,2,1
2010,1,Hoffenheim,Bremen,4,1
2010,1,Gladbach,Nürnberg,1,1
2010,1,Köln,K'lautern,1,3
2010,1,Freiburg,St. Pauli,1,3
2010,1,Hannover,Frankfurt,2,1
2010,1,Hamburger SV,Schalke,2,1
2010,1,Mainz,Stuttgart,2,0
2010,1,Dortmund,Leverkusen,0,2
2010,2,K'lautern,Bayern,2,0
2010,2,Schalke,Hannover,1,2
2010,2,Bremen,Köln,4,2
2010,2,Wolfsburg,Mainz,3,4
2010,2,Frankfurt,Hamburger SV,1,3
2010,2,Nürnberg,Freiburg,1,2
2010,2,St. Pauli,Hoffenheim,0,1
2010,2,Leverkusen,Gladbach,3,6
2010,2,Stuttgart,Dortmund,1,3
2010,3,Hoffenheim,Schalke,2,0
2010,3,Dortmund,Wolfsburg,2,0
2010,3,Hamburger SV,Nürnberg,1,1
2010,3,Gladbach,Frankfurt,0,4
2010,3,Freiburg,Stuttgart,2,1
2010,3,Hannover,Leverkusen,2,2
2010,3,Bayern,Bremen,0,0
2010,3,Mainz,K'lautern,2,1
2010,3,Köln,St. Pauli,1,0
2010,4,Frankfurt,Freiburg,0,1
2010,4,Bayern,Köln,0,0
2010,4,Bremen,Mainz,0,2
2010,4,Stuttgart,Gladbach,7,0
2010,4,Wolfsburg,Hannover,2,0
2010,4,K'lautern,Hoffenheim,2,2
2010,4,St. Pauli,Hamburger SV,1,1
2010,4,Schalke,Dortmund,1,3
2010,4,Leverkusen,Nürnberg,0,0
2010,5,Mainz,Köln,2,0
2010,5,Hoffenheim,Bayern,1,2
2010,5,Hannover,Bremen,4,1
2010,5,Leverkusen,Frankfurt,2,1
2010,5,Dortmund,K'lautern,5,0
2010,5,Hamburger SV,Wolfsburg,1,3
2010,5,Gladbach,St. Pauli,1,2
2010,5,Freiburg,Schalke,1,2
2010,5,Nürnberg,Stuttgart,2,1
2010,6,Köln,Hoffenheim,1,1
2010,6,Bayern,Mainz,1,2
2010,6,Schalke,Gladbach,2,2
2010,6,Stuttgart,Leverkusen,1,4
2010,6,Frankfurt,Nürnberg,2,0
2010,6,St. Pauli,Dortmund,1,3
2010,6,Bremen,Hamburger SV,3,2
2010,6,Wolfsburg,Freiburg,2,1
2010,6,K'lautern,Hannover,0,1
2010,7,Hannover,St. Pauli,0,1
2010,7,Hamburger SV,K'lautern,2,1
2010,7,Mainz,Hoffenheim,4,2
2010,7,Gladbach,Wolfsburg,1,1
2010,7,Freiburg,Köln,3,2
2010,7,Nürnberg,Schalke,2,1
2010,7,Stuttgart,Frankfurt,1,2
2010,7,Dortmund,Bayern,2,0
2010,7,Leverkusen,Bremen,2,2
2010,8,Köln,Dortmund,1,2
2010,8,Bayern,Hannover,3,0
2010,8,Schalke,Stuttgart,2,2
2010,8,Bremen,Freiburg,2,1
2010,8,Mainz,Hamburger SV,0,1
2010,8,St. Pauli,Nürnberg,3,2
2010,8,Wolfsburg,Leverkusen,2,3
2010,8,K'lautern,Frankfurt,0,3
2010,8,Hoffenheim,Gladbach,3,2
2010,9,Hamburger SV,Bayern,0,0
2010,9,Frankfurt,Schalke,0,0
2010,9,Gladbach,Bremen,1,4
2010,9,Freiburg,K'lautern,2,1
2010,9,Hannover,Köln,2,1
2010,9,Nürnberg,Wolfsburg,2,1
2010,9,Dortmund,Hoffenheim,1,1
2010,9,Leverkusen,Mainz,0,1
2010,9,Stuttgart,St. Pauli,2,0
2010,10,Bayern,Freiburg,4,2
2010,10,Bremen,Nürnberg,2,3
2010,10,Wolfsburg,Stuttgart,2,0
2010,10,Köln,Hamburger SV,3,2
2010,10,K'lautern,Gladbach,3,0
2010,10,St. Pauli,Frankfurt,1,3
2010,10,Schalke,Leverkusen,0,1
2010,10,Mainz,Dortmund,0,2
2010,10,Hoffenheim,Hannover,4,0
2010,11,Schalke,St. Pauli,3,0
2010,11,Hamburger SV,Hoffenheim,2,1
2010,11,Frankfurt,Wolfsburg,3,1
2010,11,Gladbach,Bayern,3,3
2010,11,Freiburg,Mainz,1,0
2010,11,Nürnberg,Köln,3,1
2010,11,Hannover,Dortmund,0,4
2010,11,Leverkusen,K'lautern,3,1
2010,11,Stuttgart,Bremen,6,0
2010,12,Dortmund,Hamburger SV,2,0
2010,12,Bremen,Frankfurt,0,0
2010,12,Wolfsburg,Schalke,2,2
2010,12,Köln,Gladbach,0,4
2010,12,K'lautern,Stuttgart,3,3
2010,12,St. Pauli,Leverkusen,0,1
2010,12,Mainz,Hannover,0,1
2010,12,Hoffenheim,Freiburg,0,1
2010,12,Bayern,Nürnberg,3,0
2010,13,Schalke,Bremen,4,0
2010,13,Frankfurt,Hoffenheim,0,4
2010,13,Gladbach,Mainz,2,3
2010,13,Freiburg,Dortmund,1,2
2010,13,Hannover,Hamburger SV,3,2
2010,13,Nürnberg,K'lautern,1,3
2010,13,Leverkusen,Bayern,1,1
2010,13,Stuttgart,Köln,0,1
2010,13,St. Pauli,Wolfsburg,1,1
2010,14,Mainz,Nürnberg,3,0
2010,14,Bayern,Frankfurt,4,1
2010,14,Hamburger SV,Stuttgart,4,2
2010,14,Hoffenheim,Leverkusen,2,2
2010,14,Hannover,Freiburg,3,0
2010,14,K'lautern,Schalke,5,0
2010,14,Dortmund,Gladbach,4,1
2010,14,Bremen,St. Pauli,3,0
2010,14,Köln,Wolfsburg,1,1
2010,15,St. Pauli,K'lautern,1,0
2010,15,Stuttgart,Hoffenheim,1,1
2010,15,Wolfsburg,Bremen,0,0
2010,15,Frankfurt,Mainz,2,1
2010,15,Gladbach,Hannover,1,2
2010,15,Freiburg,Hamburger SV,1,0
2010,15,Schalke,Bayern,2,0
2010,15,Leverkusen,Köln,3,2
2010,15,Nürnberg,Dortmund,0,2
2010,16,Hannover,Stuttgart,2,1
2010,16,Bayern,St. Pauli,3,0
2010,16,Hamburger SV,Leverkusen,2,4
2010,16,Hoffenheim,Nürnberg,1,1
2010,16,Köln,Frankfurt,1,0
2010,16,K'lautern,Wolfsburg,0,0
2010,16,Dortmund,Bremen,2,0
2010,16,Freiburg,Gladbach,3,0
2010,16,Mainz,Schalke,0,1
2010,17,Gladbach,Hamburger SV,1,2
2010,17,Schalke,Köln,3,0
2010,17,Bremen,K'lautern,1,2
2010,17,Wolfsburg,Hoffenheim,2,2
2010,17,Frankfurt,Dortmund,1,0
2010,17,Nürnberg,Hannover,3,1
2010,17,St. Pauli,Mainz,2,4
2010,17,Leverkusen,Freiburg,2,2
2010,17,Stuttgart,Bayern,3,5
2010,18,Leverkusen,Dortmund,1,3
2010,18,Bremen,Hoffenheim,2,1
2010,18,Stuttgart,Mainz,1,0
2010,18,Wolfsburg,Bayern,1,1
2010,18,Nürnberg,Gladbach,0,1
2010,18,St. Pauli,Freiburg,2,2
2010,18,Schalke,Hamburger SV,0,1
2010,18,Frankfurt,Hannover,0,3
2010,18,K'lautern,Köln,1,1
2010,19,Hamburger SV,Frankfurt,1,0
2010,19,Bayern,K'lautern,5,1
2010,19,Dortmund,Stuttgart,1,1
2010,19,Mainz,Wolfsburg,0,1
2010,19,Freiburg,Nürnberg,1,1
2010,19,Hannover,Schalke,0,1
2010,19,Köln,Bremen,3,0
2010,19,Gladbach,Leverkusen,1,3
2010,19,Hoffenheim,St. Pauli,2,2
2010,20,Leverkusen,Hannover,2,0
2010,20,Schalke,Hoffenheim,0,1
2010,20,Bremen,Bayern,1,3
2010,20,Wolfsburg,Dortmund,0,3
2010,20,Nürnberg,Hamburger SV,2,0
2010,20,St. Pauli,Köln,3,0
2010,20,K'lautern,Mainz,0,1
2010,20,Stuttgart,Freiburg,0,1
2010,20,Frankfurt,Gladbach,0,1
2010,21,Dortmund,Schalke,0,0
2010,21,Mainz,Bremen,1,1
2010,21,Hoffenheim,K'lautern,3,2
2010,21,Köln,Bayern,3,2
2010,21,Hannover,Wolfsburg,1,0
2010,21,Nürnberg,Leverkusen,1,0
2010,21,Gladbach,Stuttgart,2,3
2010,21,Freiburg,Frankfurt,0,0
2010,21,Hamburger SV,St. Pauli,0,1
2010,22,Bayern,Hoffenheim,4,0
2010,22,Schalke,Freiburg,1,0
2010,22,Stuttgart,Nürnberg,1,4
2010,22,Wolfsburg,Hamburger SV,0,1
2010,22,Frankfurt,Leverkusen,0,3
2010,22,St. Pauli,Gladbach,3,1
2010,22,K'lautern,Dortmund,1,1
2010,22,Köln,Mainz,4,2
2010,22,Bremen,Hannover,1,1
2010,23,Nürnberg,Frankfurt,3,0
2010,23,Dortmund,St. Pauli,2,0
2010,23,Hamburger SV,Bremen,4,0
2010,23,Hoffenheim,Köln,1,1
2010,23,Freiburg,Wolfsburg,2,1
2010,23,Hannover,K'lautern,3,0
2010,23,Mainz,Bayern,1,3
2010,23,Leverkusen,Stuttgart,4,2
2010,23,Gladbach,Schalke,2,1
2010,24,Wolfsburg,Gladbach,2,1
2010,24,Schalke,Nürnberg,1,1
2010,24,Hoffenheim,Mainz,1,2
2010,24,Köln,Freiburg,1,0
2010,24,K'lautern,Hamburger SV,1,1
2010,24,St. Pauli,Hannover,0,1
2010,24,Bayern,Dortmund,1,3
2010,24,Frankfurt,Stuttgart,0,2
2010,24,Bremen,Leverkusen,2,2
2010,25,Dortmund,Köln,1,0
2010,25,Stuttgart,Schalke,1,0
2010,25,Frankfurt,K'lautern,0,0
2010,25,Gladbach,Hoffenheim,2,0
2010,25,Hannover,Bayern,3,1
2010,25,Nürnberg,St. Pauli,5,0
2010,25,Leverkusen,Wolfsburg,3,0
2010,25,Freiburg,Bremen,1,3
2010,25,Hamburger SV,Mainz,2,4
2010,26,Köln,Hannover,4,0
2010,26,Bayern,Hamburger SV,6,0
2010,26,Schalke,Frankfurt,2,1
2010,26,Wolfsburg,Nürnberg,1,2
2010,26,Hoffenheim,Dortmund,1,0
2010,26,K'lautern,Freiburg,2,1
2010,26,Bremen,Gladbach,1,1
2010,26,Mainz,Leverkusen,0,1
2010,26,St. Pauli,Stuttgart,1,2
2010,27,Gladbach,K'lautern,0,1
2010,27,Hamburger SV,Köln,6,2
2010,27,Frankfurt,St. Pauli,2,1
2010,27,Freiburg,Bayern,1,2
2010,27,Hannover,Hoffenheim,2,0
2010,27,Nürnberg,Bremen,1,3
2010,27,Dortmund,Mainz,1,1
2010,27,Leverkusen,Schalke,2,0
2010,27,Stuttgart,Wolfsburg,1,1
2010,28,St. Pauli,Schalke,0,2
2010,28,Bayern,Gladbach,1,0
2010,28,Bremen,Stuttgart,1,1
2010,28,Dortmund,Hannover,4,1
2010,28,Mainz,Freiburg,1,1
2010,28,K'lautern,Leverkusen,0,1
2010,28,Hoffenheim,Hamburger SV,0,0
2010,28,Köln,Nürnberg,1,0
2010,28,Wolfsburg,Frankfurt,1,1
2010,29,Frankfurt,Bremen,1,1
2010,29,Schalke,Wolfsburg,1,0
2010,29,Hamburger SV,Dortmund,1,1
2010,29,Freiburg,Hoffenheim,3,2
2010,29,Hannover,Mainz,2,0
2010,29,Nürnberg,Bayern,1,1
2010,29,Stuttgart,K'lautern,2,4
2010,29,Gladbach,Köln,5,1
2010,29,Leverkusen,St. Pauli,2,1
2010,30,Mainz,Gladbach,1,0
2010,30,Hamburger SV,Hannover,0,0
2010,30,Wolfsburg,St. Pauli,2,2
2010,30,Hoffenheim,Frankfurt,1,0
2010,30,Köln,Stuttgart,1,3
2010,30,K'lautern,Nürnberg,0,2
2010,30,Bremen,Schalke,1,1
2010,30,Bayern,Leverkusen,5,1
2010,30,Dortmund,Freiburg,3,0
2010,31,Freiburg,Hannover,1,3
2010,31,Schalke,K'lautern,0,1
2010,31,Leverkusen,Hoffenheim,2,1
2010,31,Stuttgart,Hamburger SV,3,0
2010,31,Frankfurt,Bayern,1,1
2010,31,St. Pauli,Bremen,1,3
2010,31,Gladbach,Dortmund,1,0
2010,31,Wolfsburg,Köln,4,1
2010,31,Nürnberg,Mainz,0,0
2010,32,Bremen,Wolfsburg,0,1
2010,32,K'lautern,St. Pauli,2,0
2010,32,Dortmund,Nürnberg,2,0
2010,32,Hamburger SV,Freiburg,0,2
2010,32,Mainz,Frankfurt,3,0
2010,32,Hoffenheim,Stuttgart,1,2
2010,32,Köln,Leverkusen,2,0
2010,32,Hannover,Gladbach,0,1
2010,32,Bayern,Schalke,4,1
2010,33,Schalke,Mainz,1,3
2010,33,Bremen,Dortmund,2,0
2010,33,Leverkusen,Hamburger SV,1,1
2010,33,Stuttgart,Hannover,2,1
2010,33,Wolfsburg,K'lautern,1,2
2010,33,Frankfurt,Köln,0,2
2010,33,Gladbach,Freiburg,2,0
2010,33,Nürnberg,Hoffenheim,1,2
2010,33,St. Pauli,Bayern,1,8
2010,34,Bayern,Stuttgart,2,1
2010,34,Hoffenheim,Wolfsburg,1,3
2010,34,Hannover,Nürnberg,3,1
2010,34,Dortmund,Frankfurt,3,1
2010,34,Hamburger SV,Gladbach,1,1
2010,34,Mainz,St. Pauli,2,1
2010,34,Köln,Schalke,2,1
2010,34,Freiburg,Leverkusen,0,1
2010,34,K'lautern,Bremen,3,2
2011,1,Dortmund,Hamburger SV,3,1
2011,1,Bremen,K'lautern,2,0
2011,1,Hannover,Hoffenheim,2,1
2011,1,Stuttgart,Schalke,3,0
2011,1,Köln,Wolfsburg,0,3
2011,1,Augsburg,Freiburg,2,2
2011,1,Hertha,Nürnberg,0,1
2011,1,Mainz,Leverkusen,2,0
2011,1,Bayern,Gladbach,0,1
2011,2,Hamburger SV,Hertha,2,2
2011,2,Nürnberg,Hannover,1,2
2011,2,Freiburg,Mainz,1,2
2011,2,Hoffenheim,Dortmund,1,0
2011,2,Wolfsburg,Bayern,0,1
2011,2,Schalke,Köln,5,1
2011,2,Gladbach,Stuttgart,1,1
2011,2,K'lautern,Augsburg,1,1
2011,2,Leverkusen,Bremen,1,0
2011,3,Gladbach,Wolfsburg,4,1
2011,3,Dortmund,Nürnberg,2,0
2011,3,Bayern,Hamburger SV,5,0
2011,3,Bremen,Freiburg,5,3
2011,3,Stuttgart,Leverkusen,0,1
2011,3,Augsburg,Hoffenheim,0,2
2011,3,Köln,K'lautern,1,1
2011,3,Mainz,Schalke,2,4
2011,3,Hannover,Hertha,1,1
2011,4,Hertha,Stuttgart,1,0
2011,4,Hamburger SV,Köln,3,4
2011,4,Nürnberg,Augsburg,1,0
2011,4,Freiburg,Wolfsburg,3,0
2011,4,K'lautern,Bayern,0,3
2011,4,Hoffenheim,Bremen,1,2
2011,4,Leverkusen,Dortmund,0,0
2011,4,Hannover,Mainz,1,1
2011,4,Schalke,Gladbach,1,0
2011,5,Augsburg,Leverkusen,1,4
2011,5,Dortmund,Hertha,1,2
2011,5,Bayern,Freiburg,7,0
2011,5,Mainz,Hoffenheim,0,4
2011,5,Stuttgart,Hannover,3,0
2011,5,Gladbach,K'lautern,1,0
2011,5,Bremen,Hamburger SV,2,0
2011,5,Köln,Nürnberg,1,2
2011,5,Wolfsburg,Schalke,2,1
2011,6,Freiburg,Stuttgart,1,2
2011,6,Leverkusen,Köln,1,4
2011,6,Hamburger SV,Gladbach,0,1
2011,6,Nürnberg,Bremen,1,1
2011,6,Hoffenheim,Wolfsburg,3,1
2011,6,Hertha,Augsburg,2,2
2011,6,K'lautern,Mainz,3,1
2011,6,Hannover,Dortmund,2,1
2011,6,Schalke,Bayern,0,2
2011,7,Stuttgart,Hamburger SV,1,2
2011,7,Schalke,Freiburg,4,2
2011,7,Mainz,Dortmund,1,2
2011,7,Wolfsburg,K'lautern,1,0
2011,7,Gladbach,Nürnberg,1,0
2011,7,Augsburg,Hannover,0,0
2011,7,Bayern,Leverkusen,3,0
2011,7,Köln,Hoffenheim,2,0
2011,7,Bremen,Hertha,2,1
2011,8,K'lautern,Stuttgart,0,2
2011,8,Dortmund,Augsburg,4,0
2011,8,Leverkusen,Wolfsburg,3,1
2011,8,Nürnberg,Mainz,3,3
2011,8,Freiburg,Gladbach,1,0
2011,8,Hoffenheim,Bayern,0,0
2011,8,Hertha,Köln,3,0
2011,8,Hannover,Bremen,3,2
2011,8,Hamburger SV,Schalke,1,2
2011,9,Bremen,Dortmund,0,2
2011,9,Bayern,Hertha,4,0
2011,9,Mainz,Augsburg,0,1
2011,9,Stuttgart,Hoffenheim,2,0
2011,9,Wolfsburg,Nürnberg,2,1
2011,9,Gladbach,Leverkusen,2,2
2011,9,Schalke,K'lautern,1,2
2011,9,Freiburg,Hamburger SV,1,2
2011,9,Köln,Hannover,2,0
2011,10,Augsburg,Bremen,1,1
2011,10,Dortmund,Köln,5,0
2011,10,Nürnberg,Stuttgart,2,2
2011,10,K'lautern,Freiburg,1,0
2011,10,Hoffenheim,Gladbach,1,0
2011,10,Hertha,Mainz,0,0
2011,10,Hamburger SV,Wolfsburg,1,1
2011,10,Leverkusen,Schalke,0,1
2011,10,Hannover,Bayern,2,1
2011,11,Freiburg,Leverkusen,0,1
2011,11,Bayern,Nürnberg,4,0
2011,11,Schalke,Hoffenheim,3,1
2011,11,Wolfsburg,Hertha,2,3
2011,11,Gladbach,Hannover,2,1
2011,11,Stuttgart,Dortmund,1,1
2011,11,Mainz,Bremen,1,3
2011,11,Köln,Augsburg,3,0
2011,11,Hamburger SV,K'lautern,1,1
2011,12,Mainz,Stuttgart,3,1
2011,12,Dortmund,Wolfsburg,5,1
2011,12,Bremen,Köln,3,2
2011,12,Nürnberg,Freiburg,1,2
2011,12,Hoffenheim,K'lautern,1,1
2011,12,Hertha,Gladbach,1,2
2011,12,Leverkusen,Hamburger SV,2,2
2011,12,Hannover,Schalke,2,2
2011,12,Augsburg,Bayern,1,2
2011,13,K'lautern,Leverkusen,0,2
2011,13,Schalke,Nürnberg,4,0
2011,13,Freiburg,Hertha,2,2
2011,13,Wolfsburg,Hannover,4,1
2011,13,Gladbach,Bremen,5,0
2011,13,Bayern,Dortmund,0,1
2011,13,Stuttgart,Augsburg,2,1
2011,13,Hamburger SV,Hoffenheim,2,0
2011,13,Köln,Mainz,1,1
2011,14,Köln,Gladbach,0,3
2011,14,Dortmund,Schalke,2,0
2011,14,Nürnberg,K'lautern,1,0
2011,14,Hoffenheim,Freiburg,1,1
2011,14,Augsburg,Wolfsburg,2,0
2011,14,Hertha,Leverkusen,3,3
2011,14,Hannover,Hamburger SV,1,1
2011,14,Bremen,Stuttgart,2,0
2011,14,Mainz,Bayern,3,2
2011,15,Leverkusen,Hoffenheim,2,0
2011,15,Bayern,Bremen,4,1
2011,15,Freiburg,Hannover,1,1
2011,15,K'lautern,Hertha,1,1
2011,15,Wolfsburg,Mainz,2,2
2011,15,Gladbach,Dortmund,1,1
2011,15,Stuttgart,Köln,2,2
2011,15,Hamburger SV,Nürnberg,2,0
2011,15,Schalke,Augsburg,3,1
2011,16,Hertha,Schalke,1,2
2011,16,Bremen,Wolfsburg,4,1
2011,16,Mainz,Hamburger SV,0,0
2011,16,Nürnberg,Hoffenheim,0,2
2011,16,Köln,Freiburg,4,0
2011,16,Augsburg,Gladbach,1,0
2011,16,Hannover,Leverkusen,0,0
2011,16,Dortmund,K'lautern,1,1
2011,16,Stuttgart,Bayern,1,2
2011,17,Bayern,Köln,3,0
2011,17,Leverkusen,Nürnberg,0,3
2011,17,Hamburger SV,Augsburg,1,1
2011,17,Freiburg,Dortmund,1,4
2011,17,Hoffenheim,Hertha,1,1
2011,17,Wolfsburg,Stuttgart,1,0
2011,17,Schalke,Bremen,5,0
2011,17,K'lautern,Hannover,1,1
2011,17,Gladbach,Mainz,1,0
2011,18,Gladbach,Bayern,3,1
2011,18,Schalke,Stuttgart,3,1
2011,18,Nürnberg,Hertha,2,0
2011,18,Freiburg,Augsburg,1,0
2011,18,Hoffenheim,Hannover,0,0
2011,18,Wolfsburg,Köln,1,0
2011,18,K'lautern,Bremen,0,0
2011,18,Hamburger SV,Dortmund,1,5
2011,18,Leverkusen,Mainz,3,2
2011,19,Hannover,Nürnberg,1,0
2011,19,Bremen,Leverkusen,1,1
2011,19,Hertha,Hamburger SV,1,2
2011,19,Augsburg,K'lautern,2,2
2011,19,Dortmund,Hoffenheim,3,1
2011,19,Bayern,Wolfsburg,2,0
2011,19,Köln,Schalke,1,4
2011,19,Mainz,Freiburg,3,1
2011,19,Stuttgart,Gladbach,0,3
2011,20,Nürnberg,Dortmund,0,2
2011,20,Hertha,Hannover,0,1
2011,20,Schalke,Mainz,1,1
2011,20,Leverkusen,Stuttgart,2,2
2011,20,Wolfsburg,Gladbach,0,0
2011,20,Hoffenheim,Augsburg,2,2
2011,20,Hamburger SV,Bayern,1,1
2011,20,Freiburg,Bremen,2,2
2011,20,K'lautern,Köln,0,1
2011,21,Wolfsburg,Freiburg,3,2
2011,21,Dortmund,Leverkusen,1,0
2011,21,Mainz,Hannover,1,1
2011,21,Bayern,K'lautern,2,0
